ID,CLASSIFIED,TYPE,SUMMARY
HTTPCLIENT-715,NUG,,remove RoutedRequest from API
HTTPCLIENT-725,NUG,IMPROVEMENT,TSCCM code cleanup
HTTPCLIENT-770,NUG,IMPROVEMENT,Code cleanups for Java 1.5 and more.
HTTPCLIENT-779,NUG,IMPROVEMENT,toplevel exception cleanup
HTTPCLIENT-904,NUG,IMPROVEMENT,HttpMime StringBody constructor throws specification unnecessarily declares UnsupportedEncodingException
HTTPCLIENT-251,NUG,IMPROVEMENT,Content-Length Transfer-Encoding request headers should be handled by entity enclosing methods
HTTPCLIENT-509,NUG,BUG,need members of MultipartRequestEntity to be protected instead of private to make it extendable for multipart related
HTTPCLIENT-574,NUG,BUG,Subclasses do not have write access to StatusLine
HTTPCLIENT-630,NUG,BUG,URI.java readObject writeObject must be private
HTTPCLIENT-758,NUG,BUG,Wrong method signatures in AbstractHttpClient
HTTPCLIENT-797,NUG,BUG,o.a.h.conn.scheme.PlainSocketFactory is not a true Singleton
HTTPCLIENT-1013,NUG,BUG,website 404 for several documentation pages
HTTPCLIENT-1027,NUG,IMPROVEMENT,Some typos in the English Manual
HTTPCLIENT-1028,NUG,IMPROVEMENT,HttpClient Manual Simplified Chinese
HTTPCLIENT-1029,NUG,IMPROVEMENT,Update 3.x legacy homepage with end of life notification and pointer to HTTPComponents
HTTPCLIENT-1034,NUG,IMPROVEMENT,Add link to Benchmarking the HttpClient Caching Module article from Comcast Interactive Media
HTTPCLIENT-1057,NUG,IMPROVEMENT,wrong class name in statemgmt.xml
HTTPCLIENT-1065,NUG,TASK,Documentation on SingleClientConnManager SchemeRegistry schreg constructor is wrong
HTTPCLIENT-1134,NUG,IMPROVEMENT,BasicResponseHandler Javadoc Needs Clarification
HTTPCLIENT-1168,NUG,BUG,HTTPClient doesn t send authentication header in threaded environment
HTTPCLIENT-118,NUG,BUG,Build with JDK 1.4 get many javadoc warnings
HTTPCLIENT-143,NUG,BUG,Better integration of the TestWebApp-HowTo into the documentation
HTTPCLIENT-144,NUG,BUG,Add a document describing the HttpClient release process
HTTPCLIENT-152,NUG,BUG,Ensure the features.html and index.html adequately give httpclient enough credit
HTTPCLIENT-168,NUG,BUG,Include generated website in the distribution
HTTPCLIENT-233,NUG,IMPROVEMENT,HttpMethodBase Javadoc patches
HTTPCLIENT-253,NUG,IMPROVEMENT,Javadocs clean-up
HTTPCLIENT-262,NUG,BUG,Minor typo in org.apache.commons.httpclient.Wire 2.0-rc1
HTTPCLIENT-284,NUG,BUG,Updates to connectionStaleCheckingEnabled docs.
HTTPCLIENT-291,NUG,BUG,Cookie docs are outdated.
HTTPCLIENT-298,NUG,IMPROVEMENT,javadoc often has without
HTTPCLIENT-300,NUG,BUG,BasicAuthenticatonExample.java in CVS
HTTPCLIENT-312,NUG,BUG,Update license terms
HTTPCLIENT-313,NUG,BUG,Improper EOL for text files on Windows
HTTPCLIENT-324,NUG,IMPROVEMENT, API Doc Document exceptions thrown on execute methods
HTTPCLIENT-329,NUG,IMPROVEMENT, API Doc Compile performance optimization guide
HTTPCLIENT-331,NUG,BUG, PATCH HttpClient getHost HttpClient getPort methods are misleading
HTTPCLIENT-342,NUG,BUG, API Doc Improve the description of the preemptive authentication
HTTPCLIENT-343,NUG,BUG, API Doc Compile new preference architecture and HTTP parameterization guide
HTTPCLIENT-356,NUG,IMPROVEMENT, API DOC Authentication guide update alternate authentication
HTTPCLIENT-366,NUG,BUG,PostMethod Java doc refers to wrong section of RFC1945
HTTPCLIENT-377,NUG,BUG, API Doc HttpClient tutorial update
HTTPCLIENT-388,NUG,BUG,http.connection-manager.timeout is a LONG not an INTEGER
HTTPCLIENT-407,NUG,IMPROVEMENT,Errors in character entities in Javadoc for HttpVersion
HTTPCLIENT-410,NUG,BUG,Typos in MultiThreadedHttpConnectionManager
HTTPCLIENT-412,NUG,IMPROVEMENT,Document SINGLE COOKIE HEADER param in the cookie guide
HTTPCLIENT-438,NUG,IMPROVEMENT,commons codec not documented as a dependency
HTTPCLIENT-449,NUG,BUG,RequestEntity EntityEnclosingMethod have inconsistent Javadocs use deprecated variables
HTTPCLIENT-500,NUG,BUG,Dependency URL broken for commons-logging
HTTPCLIENT-516,NUG,IMPROVEMENT,Javadoc does not mention Expires clarify validate
HTTPCLIENT-517,NUG,IMPROVEMENT,Cookie Documentation clarifications
HTTPCLIENT-521,NUG,BUG,SimpleHttpConnectionManager is used incorrectly by tutorial code
HTTPCLIENT-533,NUG,BUG,CookiePolicy.registerCookieSpec CookiePolicy.DEFAULT does not work as documented
HTTPCLIENT-536,NUG,BUG,misleading lack of javadoc in StringRequestEntity
HTTPCLIENT-538,NUG,IMPROVEMENT,New PostSOAP example for src examples
HTTPCLIENT-540,NUG,BUG,Typo in API CHANGES 3 0.txt
HTTPCLIENT-553,NUG,BUG,JavaDoc getConnection methods in Connection Managers
HTTPCLIENT-563,NUG,BUG,Incorrect copyright statements
HTTPCLIENT-62,NUG,IMPROVEMENT,Developer documentation
HTTPCLIENT-651,NUG,IMPROVEMENT,Inconsistent order dependant behaviour in HttpMethodBase.getResponse
HTTPCLIENT-69,NUG,IMPROVEMENT,User Developer Documentation
HTTPCLIENT-695,NUG,BUG,broken link to the release notes
HTTPCLIENT-696,NUG,BUG,java.util.logging configuration examples does not work as intended
HTTPCLIENT-70,NUG,IMPROVEMENT,Provide more Example Code
HTTPCLIENT-701,NUG,BUG,Cookie guide lists RFC 2965 as unsupported
HTTPCLIENT-764,NUG,IMPROVEMENT,HttpClient javadocs need improving
HTTPCLIENT-772,NUG,BUG,typo in RFC reference in web site
HTTPCLIENT-780,NUG,BUG,ProxyHost HttpHost Checks for null when javadoc document null ok
HTTPCLIENT-791,NUG,BUG,Default retry count three even if documentation says it s five
HTTPCLIENT-815,NUG,IMPROVEMENT,Quick Start guide for HttpClient 4.0
HTTPCLIENT-818,NUG,BUG,No documentation on how to use CookieSpec
HTTPCLIENT-819,NUG,BUG,HttpParams doesn t document its key values
HTTPCLIENT-820,NUG,BUG,AbstractHttpClient.addRequestInterceptor should document in what order the interceptors run
HTTPCLIENT-842,NUG,IMPROVEMENT,Link javadocs of HttpClient HttpCore and HttpMime
HTTPCLIENT-867,NUG,BUG,Logging documentation refers to nonexisting level ERROR in java.util.logging section
HTTPCLIENT-868,NUG,IMPROVEMENT,Add anchors to documentation sections
HTTPCLIENT-892,NUG,BUG,Links in Section Example Code are broken
HTTPCLIENT-933,NUG,BUG,All implementations of SchemeSocketFactory.createSocket HttpParams params ignore the params
HTTPCLIENT-942,NUG,BUG,ClientConnectionRelease example is incorrect
HTTPCLIENT-943,NUG,IMPROVEMENT,CacheClient Javadoc and Constants usage cleanup
HTTPCLIENT-10,NUG,BUG,tests-local fails on 3 tests
HTTPCLIENT-1003,NUG,IMPROVEMENT,Handle conditional requests in cache
HTTPCLIENT-1008,NUG,IMPROVEMENT,Send all variants ETags on variant miss
HTTPCLIENT-1032,NUG,BUG,cache revalidation of variants does not update original variant entry
HTTPCLIENT-1033,NUG,BUG,HttpRoute.equals Object o is quite inefficient as it does not take full advantage of shortcut logic
HTTPCLIENT-1036,NUG,BUG,StringBody has incorrect default for characterset
HTTPCLIENT-1037,NUG,BUG,FormBodyPart code does not agree with ContentDescriptor Javadoc wrt nullability of mimeType and transferEncoding
HTTPCLIENT-104,NUG,BUG,Incorrect debug message in HttpMethodBase
HTTPCLIENT-1054,NUG,IMPROVEMENT,HTTPClient per default relentlessly spams to stderr
HTTPCLIENT-108,NUG,BUG,Cookie.java bookean typo
HTTPCLIENT-1086,NUG,IMPROVEMENT,Use Iterable instead of List in URLEncodedUtils.format and UrlEncodedFormEntity
HTTPCLIENT-1092,NUG,IMPROVEMENT,ClientPNames.VIRTUAL HOST is used as is if not provided the port should be derived from the target URL
HTTPCLIENT-1098,NUG,IMPROVEMENT,Populating exception message with InetSocketAddress.getHostName can take a long time
HTTPCLIENT-1137,NUG,IMPROVEMENT,The values for the Via header are created by httpclient-cache for each cached and backend request
HTTPCLIENT-1144,NUG,IMPROVEMENT,Caching client has a class for common headers that was not being used consistently in the code
HTTPCLIENT-1153,NUG,BUG,org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage uses URL as cache key - shouldn t.
HTTPCLIENT-1155,NUG,BUG,CachingHttpClient should have similar behavior as AbstractHttpClient when executing with ResponseHandler
HTTPCLIENT-1157,NUG,BUG,MemcachedHttpCacheStorage should throw IOExceptions instead of Runtime Exceptions
HTTPCLIENT-1158,NUG,,Change the error message in the exception at URIUtils rewriteURI
HTTPCLIENT-1179,NUG,,Upgrade commons-codec 1.4 - 1.6
HTTPCLIENT-123,NUG,IMPROVEMENT,MultipartPostMethod does not check for error messages
HTTPCLIENT-126,NUG,BUG,Default charset
HTTPCLIENT-129,NUG,BUG,multipart feedback
HTTPCLIENT-130,NUG,BUG,HttpMethodBase does not compile on JDK prior to 1.3
HTTPCLIENT-136,NUG,BUG,Inadequate HTTP proxy server support in HttpClient.
HTTPCLIENT-139,NUG,BUG,isHttp11 should have HttpClient scope
HTTPCLIENT-141,NUG,BUG,Using deprecated class javax.servlet.http.HttpUtils
HTTPCLIENT-157,NUG,BUG,migrate to commons-codec Base64
HTTPCLIENT-166,NUG,BUG,waitForResponse is using busy wait
HTTPCLIENT-177,NUG,BUG,reusing connections is unreliable
HTTPCLIENT-178,NUG,IMPROVEMENT,MultiThreadedHttpConnectionManager never reclaims unused connectons
HTTPCLIENT-193,NUG,BUG,Buffered output to socket
HTTPCLIENT-206,NUG,IMPROVEMENT,URI class constructors need revision optimization
HTTPCLIENT-214,NUG,IMPROVEMENT,HttpClient drops connection to the proxy when an invalid connection close directive is encountered in connection established response
HTTPCLIENT-232,NUG,IMPROVEMENT,Make MultiThreadedHttpConnectionManager defaults public statics.
HTTPCLIENT-235,NUG,BUG,HttpMethodBase logger uses wrong class.
HTTPCLIENT-237,NUG,BUG,wire logger skips empty line
HTTPCLIENT-238,NUG,BUG,HeaderElement parse String implementation is not optimal
HTTPCLIENT-241,NUG,IMPROVEMENT,Support for handling large files should be added
HTTPCLIENT-242,NUG,BUG,Add InputStream buffering.
HTTPCLIENT-244,NUG,BUG,URI uses sun.security.action.GetPropertyAction
HTTPCLIENT-249,NUG,IMPROVEMENT,please log allocation of new connections to support debugging testing
HTTPCLIENT-255,NUG,BUG,In J2SDK 1.5.0 Tiger enum is a keyword
HTTPCLIENT-274,NUG,IMPROVEMENT,default behaviour of useExpectHeader
HTTPCLIENT-287,NUG,IMPROVEMENT,Setting CONNECTION TIMEOUT and SO TIMEOUT on a per-method basis
HTTPCLIENT-301,NUG,BUG,Cookie rejected
HTTPCLIENT-303,NUG,IMPROVEMENT,auto close idle connections
HTTPCLIENT-308,NUG,BUG,Log level for message should be debug instead of error.
HTTPCLIENT-32,NUG,BUG,querystring still not set in Url Method constructors
HTTPCLIENT-332,NUG,IMPROVEMENT,Connection timeout logic redesign
HTTPCLIENT-34,NUG,IMPROVEMENT,optimization in sending request
HTTPCLIENT-344,NUG,BUG,HttpConnection.isOpen logging is not accurate
HTTPCLIENT-347,NUG,BUG,MultiThreadedConnectionManager Accounting Problems
HTTPCLIENT-349,NUG,IMPROVEMENT,Credentials ignored if realm specified in preemptive authentication
HTTPCLIENT-351,NUG,IMPROVEMENT,Split the wire log into header and content parts.
HTTPCLIENT-358,NUG,BUG,Auto method retrial broken
HTTPCLIENT-360,NUG,BUG,questionable default value for BufferedOutputStream size in HttpConnection
HTTPCLIENT-384,NUG,BUG,3.0 not compile-time compatible with 2.0 library usage
HTTPCLIENT-39,NUG,IMPROVEMENT,Authorization credentials should be sent pre-emptively
HTTPCLIENT-4,NUG,BUG,Chunked transfer encoding not isolated from application.
HTTPCLIENT-406,NUG,IMPROVEMENT,Releasing a connection is unconfirmed
HTTPCLIENT-426,NUG,BUG,httpclient doesn t read and parse response from certain types of proxy servers when POST method is used
HTTPCLIENT-43,NUG,IMPROVEMENT,replace the PostMethod parameters HashMap with a List
HTTPCLIENT-459,NUG,IMPROVEMENT,Document the problem with MS impl of digest authentication with older JREs and stale connection check
HTTPCLIENT-462,NUG,BUG,ProtocolException thrown on slightly broken headers
HTTPCLIENT-466,NUG,BUG,URI.parseUriReference treats strings with leading as absolute URIs with zero-length scheme
HTTPCLIENT-485,NUG,BUG,Connection is not released back to the pool if a runtime exception is thrown in HttpMethod releaseConnection method
HTTPCLIENT-494,NUG,BUG,Invalid redirects are not corrected
HTTPCLIENT-497,NUG,BUG,Logger Category names don t follow common pattern
HTTPCLIENT-526,NUG,BUG,warn on invalid set-cookie header
HTTPCLIENT-53,NUG,IMPROVEMENT,Handle Returning Null consistantly
HTTPCLIENT-54,NUG,IMPROVEMENT,Handle Null Arguments consistantly
HTTPCLIENT-559,NUG,BUG,SSL contrib files do not use standard javax.net.ssl package provided from JDK 1.4.2
HTTPCLIENT-56,NUG,IMPROVEMENT,Move to commons-logging
HTTPCLIENT-560,NUG,BUG,entities and connection handling incomplete
HTTPCLIENT-573,NUG,BUG,Disallow the use of SecureProtocolSocketFactory with ProxyClient
HTTPCLIENT-589,NUG,IMPROVEMENT,Do not consume the remaining response content if the connection is to be closed
HTTPCLIENT-593,NUG,BUG,ProtocolSocketFactory equals and hashCode don t support subclassing
HTTPCLIENT-597,NUG,IMPROVEMENT,MultithreadedConnectionManager and IdleConnectionTimeoutThread improvements
HTTPCLIENT-609,NUG,IMPROVEMENT,Use TRACE logging instead of DEBUG for the absolute nitty-gritties
HTTPCLIENT-613,NUG,BUG,https should check CN of x509 cert
HTTPCLIENT-615,NUG,IMPROVEMENT,Consider making HostConfiguration immutable
HTTPCLIENT-617,NUG,BUG,Hostname verification turn off wildcards when CN is an IP address
HTTPCLIENT-627,NUG,IMPROVEMENT,overhaul connection manager and associated connection interface
HTTPCLIENT-631,NUG,BUG,String constants should be final
HTTPCLIENT-636,NUG,IMPROVEMENT,Revise internal data structures of ThreadSafeClientConnManager
HTTPCLIENT-640,NUG,IMPROVEMENT,contrib.ssl.HostConfigurationWithHostFactory
HTTPCLIENT-645,NUG,BUG,Cookie.compare ... uses single instance STRING COLLATOR to do blocking compares
HTTPCLIENT-650,NUG,BUG,Wire log is incomplete if HttpParser detects an error
HTTPCLIENT-653,NUG,IMPROVEMENT,connection wrapper prevents GC of TSCCM
HTTPCLIENT-654,NUG,BUG,Cookie class cannot handle IPv6 literals
HTTPCLIENT-659,NUG,IMPROVEMENT,DateUtils should cache SimpleDateFormat
HTTPCLIENT-674,NUG,IMPROVEMENT,use VersionInfo of core
HTTPCLIENT-677,NUG,IMPROVEMENT,Connection pool uses Thread.interrupt
HTTPCLIENT-697,NUG,BUG,Http Client give sme message when proxy http endpoint is down
HTTPCLIENT-699,NUG,IMPROVEMENT,Performance tuning
HTTPCLIENT-726,NUG,IMPROVEMENT,review TSCCM for spurious wakeups
HTTPCLIENT-734,NUG,IMPROVEMENT,request.abort should interrupt thread waiting for a connection
HTTPCLIENT-740,NUG,IMPROVEMENT,AbstractConnPool constructor calls thread.Start
HTTPCLIENT-743,NUG,BUG,Duplicate log of HTTP header
HTTPCLIENT-746,NUG,IMPROVEMENT,substitute for URLUtils.java
HTTPCLIENT-748,NUG,IMPROVEMENT,make SchemeRegistry friendlier for DI frameworks
HTTPCLIENT-822,NUG,BUG,HttpClient throws java.net.SocketException instead of org.apache.http.conn.ConnectionTimeoutException when connection timeout occurs
HTTPCLIENT-832,NUG,IMPROVEMENT,MalformedCookieException distinguish cookie syntax errors from cross-domain errors
HTTPCLIENT-835,NUG,IMPROVEMENT,Thread safety and visibility Improvements
HTTPCLIENT-841,NUG,BUG,potential memory leak when using ThreadSafeClientConnManager
HTTPCLIENT-889,NUG,,Should USE EXPECT CONTINUE be false by default
HTTPCLIENT-895,NUG,IMPROVEMENT,Log creation impairs performance
HTTPCLIENT-898,NUG,IMPROVEMENT,Improve multihome support
HTTPCLIENT-903,NUG,IMPROVEMENT,Use ConcurrentHashMap instead of HashMap wherever thread-safe access is needed
HTTPCLIENT-906,NUG,IMPROVEMENT,Minor performance improvement to IdleConnectionHandler
HTTPCLIENT-909,NUG,IMPROVEMENT,Upgrade all default socket factories to use SO REUSEADDR parameter
HTTPCLIENT-911,NUG,IMPROVEMENT,Support underscore in domain name or provide better exception
HTTPCLIENT-914,NUG,IMPROVEMENT,Use Apache Codec 1.4
HTTPCLIENT-917,NUG,BUG,When authentication is invalidated during redirection proxy authentication also should be invalidated
HTTPCLIENT-923,NUG,BUG,NetscapeDraftSpec is too strict about cookie expires date format
HTTPCLIENT-941,NUG,IMPROVEMENT,Standardize on a common mocking framework either EasyMock or Mockito
HTTPCLIENT-962,NUG,BUG,client cache may be a shared cache but is caching responses to requests with Authorization headers
HTTPCLIENT-979,NUG,IMPROVEMENT,cache entry resource management should be extracted from CachingHttpClient
HTTPCLIENT-980,NUG,BUG,CachingHttpClient returns a 503 response when the backend HttpClient produces an IOException
HTTPCLIENT-987,NUG,BUG,cache module does not recognize equivalent URIs
HTTPCLIENT-988,NUG,IMPROVEMENT,cache module should strip Content-Encoding identity from responses
HTTPCLIENT-990,NUG,IMPROVEMENT,Allow heuristic freshness caching
HTTPCLIENT-992,NUG,IMPROVEMENT,cache should not generate stale responses to requests explicitly requesting first-hand or fresh ones
HTTPCLIENT-997,NUG,IMPROVEMENT,cache module should handle out-of-order validations properly and unconditionally refresh
HTTPCLIENT-998,NUG,IMPROVEMENT,cache should use both Last-Modified and ETag for validations when available
HTTPCLIENT-1017,NUG,BUG,Checksum Wrong for HttpComponent project pom v4.1 on central
